Date,Temperature,Wind Speed,Solar Radiation,Energy Demand,Grid Utilization
12/5/2023 1:00,15.86,1.33,957.71,666.59,620.59
12/5/2023 2:00,19.17,12.97,732.5,1097.83,756.85
12/5/2023 3:00,6.37,4.81,137.81,349.6,167.42
12/5/2023 4:00,9.2,2.67,916.19,1025.97,732.63
12/5/2023 5:00,13.3,3.59,536.03,491.3,431.67
12/5/2023 6:00,34.15,6.27,514.29,1008.59,714.36
12/5/2023 7:00,14.94,3.77,609.82,1120.27,832.87
12/5/2023 8:00,19.46,4.81,234.45,627.49,456.36
12/5/2023 9:00,10.88,2.02,522.25,565.05,422.23
12/5/2023 10:00,23.32,4.44,848.01,1002.22,766.97
12/5/2023 11:00,13.42,8.58,113.93,729.48,434.05
12/5/2023 12:00,11.21,6.63,345.63,884.45,588.62
12/5/2023 13:00,20.5,5.2,102.21,822.83,465.26
12/5/2023 14:00,5.17,11.2,474.14,352.89,324.97
12/5/2023 15:00,5.23,13.4,755.48,1044.79,830.39
12/5/2023 16:00,11.57,11.35,818.89,395.78,359.28
12/5/2023 17:00,6.1,4.98,950.67,1132.28,933.07
12/5/2023 18:00,8.24,11.17,647.65,450.57,404.43
12/5/2023 19:00,15.17,2.28,329.16,933.88,637.99
12/5/2023 20:00,29.08,1.95,931.73,484.66,391.97
12/5/2023 21:00,22.16,5.18,797.78,517.79,379.35
12/5/2023 22:00,20.38,12.12,616.99,510,435.39
12/5/2023 23:00,13.8,3.7,726.08,947.89,753.07
12/6/2023 0:00,32.95,0.95,931.88,756.82,606.8
12/6/2023 1:00,16.91,1.98,741.15,1082.95,881.31
12/6/2023 2:00,7.61,12.88,431.54,507.37,426.19
12/6/2023 3:00,23.51,9.51,741.73,891.99,637.17
12/6/2023 4:00,8.42,3.8,136.25,952.95,600.18
12/6/2023 5:00,15.36,8.33,447.77,351.48,423.46
12/6/2023 6:00,20.22,7.91,465.69,600.59,390.57
12/6/2023 7:00,31.23,9.83,250.15,682.82,485.15
12/6/2023 8:00,19.81,3.5,120.78,555.69,341.08
12/6/2023 9:00,26.07,12.97,220.04,522.11,391.32
12/6/2023 10:00,34.78,4.64,689.16,886.42,732.58
12/6/2023 11:00,8.94,10.41,822.06,415.87,393.58
12/6/2023 12:00,13.24,0.24,989.38,909.39,799.43
12/6/2023 13:00,16.84,5.59,411.73,1135.04,873.87
12/6/2023 14:00,17.65,5.28,639.44,765.2,589.79
12/6/2023 15:00,17.33,8.15,943.43,811.43,713.98
12/6/2023 16:00,32.23,1.09,250.34,268.93,181.8
12/6/2023 17:00,26.42,11.85,745.88,1064.48,787.64
12/6/2023 18:00,23.24,3.27,779.48,485.45,438
12/6/2023 19:00,14.28,10.16,180.08,815.05,563.88
12/6/2023 20:00,29.71,12.05,875.12,1179.11,941.52
12/6/2023 21:00,33.65,8.43,831.79,795.5,637.33
12/6/2023 22:00,29.64,11.11,130.06,924.71,656.41
12/6/2023 23:00,5.05,9.93,181.98,645.32,499.1
12/7/2023 0:00,24.09,5.33,144.21,260.37,226.87
12/7/2023 1:00,6.53,12.13,401.27,997.6,651.8
12/7/2023 2:00,12.73,4.42,558.36,235,221.64
12/7/2023 3:00,6.79,8.57,579.11,900.66,614.74
12/7/2023 4:00,23.11,11.18,340.9,222.92,248.27
12/7/2023 5:00,25.6,5.68,920.44,1062.31,760.31
12/7/2023 6:00,8.43,4.54,431.44,357.64,334.26
12/7/2023 7:00,16.52,6.89,141,714.27,402.02
12/7/2023 8:00,18.69,12.27,370.2,797.15,592.28
12/7/2023 9:00,16.07,13.95,578,657.55,509.59
12/7/2023 10:00,8.63,8.18,467.4,540.76,483.8
12/7/2023 11:00,17.57,9.92,346.46,667.81,526.06
12/7/2023 12:00,27.54,13.55,218.19,511.42,420.89
12/7/2023 13:00,7.13,1.48,837.25,638.12,623.22
12/7/2023 14:00,7.41,3.48,996.53,558.91,541.49
12/7/2023 15:00,15.64,10.63,396.59,766.2,480.04
12/7/2023 16:00,33.25,12.36,443.46,437.92,297.58
12/7/2023 17:00,25.06,12.86,656.23,1188.66,738.81
12/7/2023 18:00,25.36,6.23,746.6,700.87,515.04
12/7/2023 19:00,15.86,1.34,452.83,394.16,330.37
12/7/2023 20:00,22.81,6.57,914.44,677.07,560.49
12/7/2023 21:00,5.3,3.46,604,1066.42,751.3
12/7/2023 22:00,24.08,4.37,505.35,221.81,258.35
12/7/2023 23:00,32.4,11.58,682.01,879.55,647.77
12/8/2023 0:00,23.38,1.13,957.52,747.97,584.08
12/8/2023 1:00,31.21,12.41,815.1,369.56,380.85
12/8/2023 2:00,26.72,6.42,136.01,1017.48,592.12
12/8/2023 3:00,8.62,8.94,399.08,568.88,406.71
12/8/2023 4:00,32.07,1.34,523.49,493.8,467.98
12/8/2023 5:00,6.99,5.06,383.07,1028.13,679.46
12/8/2023 6:00,21.02,1.35,730.17,838.53,737.56
12/8/2023 7:00,9.26,14.42,843.64,1098.26,897.82
12/8/2023 8:00,5.35,12.11,758.21,829.88,619.4
12/8/2023 9:00,17.66,6.89,990.4,940.82,706.32
12/8/2023 10:00,13.85,3.35,345.29,1036.45,687.96
12/8/2023 11:00,19.58,14,887.49,254.74,386.61
12/8/2023 12:00,22.32,5.17,789.96,976.05,718.6
12/8/2023 13:00,6.31,2.41,425.96,813.71,618.58
12/8/2023 14:00,8.69,8.45,760.71,269.51,373.42
12/8/2023 15:00,21.76,14.16,193.67,708.58,423.76
12/8/2023 16:00,15.3,0.06,810.4,282.46,297.75
12/8/2023 17:00,26.88,3.57,579.1,935.95,712.66
12/8/2023 18:00,24.57,14.08,363.06,746.5,526.7
12/8/2023 19:00,30.37,2.57,690.2,1153.57,795.62
12/8/2023 20:00,25.77,1.7,677.46,383.14,347.59
12/8/2023 21:00,17.9,8.55,288.54,806.03,536.95
12/8/2023 22:00,25.19,12.93,127.36,411.58,192.89
12/8/2023 23:00,13.26,7.16,490.26,814.06,624.06
12/9/2023 0:00,14.19,14.92,612.56,922.65,650.68
12/9/2023 1:00,28.67,10.19,888.94,922.3,590.97
12/9/2023 2:00,18.39,1.11,935.4,1015.07,794.82
12/9/2023 3:00,28.95,14.89,575.92,1053.55,708.75
12/9/2023 4:00,29.67,6.12,778.42,277.27,405.88
12/9/2023 5:00,30.73,4.31,495.37,543.27,395.33
12/9/2023 6:00,32.5,8.37,771.47,887.12,630.85
12/9/2023 7:00,17.93,4.56,284.32,698.59,500.96
12/9/2023 8:00,14.57,1.3,433.96,390.68,288.05
12/9/2023 9:00,22.47,0.02,670.81,752.71,546.81
12/9/2023 10:00,16.14,6.74,116.34,607.44,412.53
12/9/2023 11:00,23.03,12.55,750.22,590.04,450.79
12/9/2023 12:00,26.17,8.58,851.98,1009.75,702.53
12/9/2023 13:00,25.65,14.99,459.23,607.6,541.21
12/9/2023 14:00,16.24,4.3,503.15,226.45,265.05
12/9/2023 15:00,10.01,4.21,866.15,258.06,314.44
12/9/2023 16:00,17.92,2.4,798.09,1056.24,792.95
12/9/2023 17:00,9.28,2.46,359.33,1160.6,793.27
12/9/2023 18:00,31.7,4.28,391.58,888.41,659.6
12/9/2023 19:00,15.38,11.89,710.99,564.37,441.83
12/9/2023 20:00,9.63,13.59,606.88,1138.6,821.48
12/9/2023 21:00,5.76,14.63,246.01,862.8,540.09
12/9/2023 22:00,24.37,3.48,378.94,1044.33,692.59
12/9/2023 23:00,24.11,13.22,909.98,965.85,768.22
12/10/2023 0:00,15.22,4.92,719.36,579.14,490.53
12/10/2023 1:00,7.15,1.69,987.38,678.7,641.31
12/10/2023 2:00,17.29,13.05,790.31,386.13,412.79
12/10/2023 3:00,14.34,9.54,947.78,492.01,408.4
12/10/2023 4:00,25.31,2.47,294.57,978.13,577.65
12/10/2023 5:00,23.17,6.45,794.34,1093.98,796.12
12/10/2023 6:00,15.94,4.31,118.2,924.46,669.32
12/10/2023 7:00,11.54,11.05,703.68,665.17,496.16
12/10/2023 8:00,34.64,6.8,522.35,286.51,265.29
12/10/2023 9:00,18.62,14.84,412.08,256.95,208.28
12/10/2023 10:00,25.65,0.82,876.16,574.33,492.04
12/10/2023 11:00,9.22,5.33,868.84,663.82,580.44
12/10/2023 12:00,19.57,7.23,120.07,809.12,578.8
12/10/2023 13:00,5.83,7.55,648.55,206.49,275.65
12/10/2023 14:00,20.16,4.74,431.05,1189.72,759.39
12/10/2023 15:00,33.92,10.94,474.09,563.94,569.75
12/10/2023 16:00,16.53,13.12,848.84,1048.09,801.24
12/10/2023 17:00,6.17,14.08,378.86,734.97,486.48
12/10/2023 18:00,5.93,12.08,948.74,330.44,457.41
12/10/2023 19:00,16.64,12.76,261.67,997.57,626.14
12/10/2023 20:00,9.8,8.26,696.45,909.83,767.51
12/10/2023 21:00,5.7,12.39,704.89,727.44,532.67
12/10/2023 22:00,27.69,4.55,326.98,714.55,565.17
12/10/2023 23:00,18.76,5.98,392.28,287.48,260.4
12/11/2023 0:00,13.68,4.75,851.32,855.85,747.85
12/11/2023 1:00,32,7.01,785.62,1111.25,918.26
12/11/2023 2:00,8.48,4.28,396.19,293.24,198.13
12/11/2023 3:00,33.68,14.42,580.56,463.51,456.57
12/11/2023 4:00,14.42,4.69,155.51,1102.31,621.57
12/11/2023 5:00,31.65,1.47,287.87,484.34,295.67
12/11/2023 6:00,23.09,7.9,537.24,853.94,578.85
12/11/2023 7:00,29.8,0.86,177.38,734.82,501.46
12/11/2023 8:00,34.52,1.66,859,796.33,651.08
12/11/2023 9:00,13.65,3.29,746.21,615.79,510.03
12/11/2023 10:00,33.83,6.97,949.27,499.99,496.46
12/11/2023 11:00,16.68,6.5,724.12,248.53,322.86
12/11/2023 12:00,16.57,12,946.36,944.28,788.05
12/11/2023 13:00,15.21,11.09,599.06,946.09,741.07
12/11/2023 14:00,21.24,6.39,640.2,870.73,740.84
12/11/2023 15:00,9.62,5.01,979.27,843.63,700.47
12/11/2023 16:00,21.61,4.75,677.92,443.72,375.28
12/11/2023 17:00,21.25,11.61,127.71,222.34,188.46
12/11/2023 18:00,27.86,0.78,751.42,1008.72,698.22
12/11/2023 19:00,30.01,0.19,914.92,691.14,563.71
12/11/2023 20:00,18.21,11.93,816.02,506.84,516.08
12/11/2023 21:00,14.07,7.16,625.45,301.93,299.33
12/11/2023 22:00,12.78,1.96,704.17,262.72,237.86
12/11/2023 23:00,10.84,3.53,991.17,548.87,452.71
12/12/2023 0:00,6.73,13.99,181.6,1004.74,640.2
12/12/2023 1:00,15.27,12.89,700.52,1118.72,867.14
12/12/2023 2:00,13.11,10.65,355.06,1096.75,784.43
12/12/2023 3:00,33.99,7.23,676.08,1120,812.04
12/12/2023 4:00,21.73,7.8,646.86,1107.73,893.67
12/12/2023 5:00,15.42,14.63,238.11,727.22,477.25
12/12/2023 6:00,22.41,14.49,286.07,419.42,300.49
12/12/2023 7:00,9.18,3.23,659.47,998.05,602.03
12/12/2023 8:00,18.32,12.17,215.41,413.71,267.72
12/12/2023 9:00,23.79,2.96,338.66,467.21,390.36
12/12/2023 10:00,19.67,3.2,851.72,433.25,508.17
12/12/2023 11:00,17.05,10.14,394.38,714.98,465.34
12/12/2023 12:00,34.82,6.08,539.25,521.83,443.45
12/12/2023 13:00,31.41,13.97,947.03,354.16,452.85
12/12/2023 14:00,23.7,1.34,304.43,653.17,453.22
12/12/2023 15:00,22.08,7.67,450.66,1073.91,619.55
12/12/2023 16:00,23.62,13.78,645.81,770.55,602.48
12/12/2023 17:00,11.04,13.56,779.81,1078.34,839.68
12/12/2023 18:00,16.85,2.35,911.49,395.87,372.21
12/12/2023 19:00,6.18,5.5,923.93,366.97,391.71
12/12/2023 20:00,19.27,9.29,798.98,775.58,566.44
12/12/2023 21:00,21.29,2.39,305.5,663.33,330.35
12/12/2023 22:00,11.83,14.52,122.33,860.17,590.47
12/12/2023 23:00,33.92,13.72,445.4,994.63,684.3
12/13/2023 0:00,32.28,2.5,227.39,951.31,695.9
12/13/2023 1:00,26.66,1.82,739.35,1142.26,875.91
12/13/2023 2:00,21,1.28,695.02,598.26,480.12
12/13/2023 3:00,31.1,13.64,139.57,406.39,266.22
12/13/2023 4:00,8.92,2.9,852.93,750.91,649.15
12/13/2023 5:00,28.72,6.24,323.87,310.74,298.94
12/13/2023 6:00,8.74,6.73,489,488.85,406.57
12/13/2023 7:00,28.83,8.99,701.14,407.89,439.34
12/13/2023 8:00,13.27,1.08,486.48,596.56,440.29
12/13/2023 9:00,31.31,3.4,497.16,311.22,235.96
12/13/2023 10:00,33.32,13.97,159.07,231.84,166.28
12/13/2023 11:00,9.46,13.63,461.3,856.79,615.23
12/13/2023 12:00,18.88,11.72,788.36,810.25,582.57
12/13/2023 13:00,34.43,0.29,923.66,908.36,662.88
12/13/2023 14:00,19.5,4.91,472.15,860.39,632.54
12/13/2023 15:00,30.91,9.42,481.23,314.29,263.56
12/13/2023 16:00,22.66,4.13,732.36,491.08,432.42
12/13/2023 17:00,16.26,13.64,948.49,329.53,368.07
12/13/2023 18:00,13.57,9.51,340.35,1042.97,768.93
12/13/2023 19:00,11.1,1.08,496.13,946.9,730.35
12/13/2023 20:00,27.85,13.64,816.38,401.53,340.96
12/13/2023 21:00,16.6,14.37,648.72,541.31,426.45
12/13/2023 22:00,20.34,1.17,199.53,1166.61,782.26
12/13/2023 23:00,19.77,7.99,664.96,794.16,638.79
12/14/2023 0:00,22.32,4.55,268.07,1001.16,651.78
12/14/2023 1:00,30.97,5.89,559.19,464.59,333.12
12/14/2023 2:00,34.42,2.69,576.19,410.05,326.87
12/14/2023 3:00,17.23,8.67,888.58,983.92,741.36
12/14/2023 4:00,29.83,14.37,516.24,885.87,647.19
12/14/2023 5:00,27.94,7.55,351.5,880.98,683.32
12/14/2023 6:00,22.21,1.24,307.87,752.63,478.69
12/14/2023 7:00,33.68,9.3,886.83,763.58,583.28
12/14/2023 8:00,11.01,5.1,253.91,935.7,606.26
12/14/2023 9:00,8.28,12.84,483.28,470,428.96
12/14/2023 10:00,30.62,6.52,268.46,552.77,312.36
12/14/2023 11:00,18.17,2.89,795.97,1071.64,874.57
12/14/2023 12:00,30.41,2.87,526.94,508.87,401.82
12/14/2023 13:00,31.79,11.53,416.03,746.31,493.12
12/14/2023 14:00,6.87,3.98,424.99,902.64,546.17
12/14/2023 15:00,31.5,11.51,866.99,1199.92,927.53
12/14/2023 16:00,18.45,3.09,598.4,635.29,491.99
12/14/2023 17:00,20.31,4.83,746.08,628.09,534.12
12/14/2023 18:00,23.8,6.98,907.33,1042.59,761.28
12/14/2023 19:00,32.79,14.15,911.57,1005.5,768.25
12/14/2023 20:00,5.57,13.98,395.66,931.08,612.05
12/14/2023 21:00,19.31,3.1,957.21,663.23,584.04
12/14/2023 22:00,25.63,5.37,122.39,523.94,304.83
12/14/2023 23:00,26.68,2.24,439.15,808.73,496.14
12/15/2023 0:00,25.78,7.65,906.22,1076.22,962.64
12/15/2023 1:00,9.03,6.91,347.17,1083.78,650.84
12/15/2023 2:00,13.98,13.51,345.77,308.5,261.98
12/15/2023 3:00,15.76,13.95,372.36,628.35,361.49
12/15/2023 4:00,29.13,5.75,651.08,664.72,428.62
12/15/2023 5:00,13.36,7.38,494.5,1177.62,809.62
12/15/2023 6:00,11.32,13.44,754.06,878,684.99
12/15/2023 7:00,33.72,12.1,905.42,607.25,607.3
12/15/2023 8:00,5.27,0.05,706.78,226.06,296.96
12/15/2023 9:00,34.93,4.8,284.02,765.39,508.06
12/15/2023 10:00,25.3,6.33,939.41,296.08,317.42
12/15/2023 11:00,29.85,3.45,338.04,1034.45,762.88
12/15/2023 12:00,13.84,2.99,234.9,952.52,664.64
12/15/2023 13:00,5.43,0.57,180.97,660.51,370.13
12/15/2023 14:00,27.14,9.65,607.05,629.21,499.87
12/15/2023 15:00,30.02,3.94,202.39,1097.34,705.69
12/15/2023 16:00,27.21,0.79,224.9,488.46,320.69
12/15/2023 17:00,9.29,3.46,370.03,449.02,381.66
12/15/2023 18:00,27.6,12.03,353.49,1139.2,794.6
12/15/2023 19:00,28.07,12.77,643.82,1009.25,723.51
12/15/2023 20:00,24.76,7.25,835.07,1020.63,764.62
12/15/2023 21:00,27.98,6.24,785.21,395.19,468.48
12/15/2023 22:00,30.38,14.67,336.24,343.3,318.4
12/15/2023 23:00,23.41,3.01,320.78,226.03,203.09
12/16/2023 0:00,7.66,3.23,969.21,437.04,374.28
12/16/2023 1:00,19.63,4.38,107.41,974.19,622.76
12/16/2023 2:00,7.33,2.59,891.75,440.04,477.02
12/16/2023 3:00,17.23,5.69,279.76,929.1,475.12
12/16/2023 4:00,17.21,13.66,952.56,451.91,472.88
12/16/2023 5:00,6.98,9.23,408.08,595.29,417.03
12/16/2023 6:00,15.46,6.18,496.32,1183.16,797.5
12/16/2023 7:00,8.33,14.02,736.41,444.81,367.4
12/16/2023 8:00,29.25,0.73,628.9,576.37,464.12
12/16/2023 9:00,33.43,3.15,386.15,501.09,447.17
12/16/2023 10:00,7.17,8.49,598.45,309.62,282.3
12/16/2023 11:00,33.65,9.23,757.64,689.89,612.82
12/16/2023 12:00,20.68,0.59,138.1,578.69,334.46
12/16/2023 13:00,13.99,6.05,110.08,894.89,596.28
12/16/2023 14:00,7.31,9.74,512.26,1017.59,712.12
12/16/2023 15:00,20.02,10.47,218.65,744.25,506.83
12/16/2023 16:00,28.84,9.57,697.91,232.2,278.3
12/16/2023 17:00,26.21,4.81,292.65,818.92,581.48
12/16/2023 18:00,6.51,1.4,489.57,255.39,122.63
12/16/2023 19:00,7.19,6.41,277.9,816.36,473.76
12/16/2023 20:00,17.09,1.93,593.64,885.03,670.41
12/16/2023 21:00,13.86,14.21,204.45,397.77,175.95
12/16/2023 22:00,11.97,7.13,120.8,1019.35,608.53
12/16/2023 23:00,13.43,4.76,146.02,1111.09,692.66
12/17/2023 0:00,29.1,11.49,958.83,1013.09,757.06
12/17/2023 1:00,32.88,7.47,228.06,505.11,313.35
12/17/2023 2:00,17.15,4.65,737.63,786.64,632.63
12/17/2023 3:00,32.18,12.18,161.13,1114.82,750.36
12/17/2023 4:00,14.64,13.01,197.34,520.66,302.64
12/17/2023 5:00,19.29,10.1,557.99,1020.03,693.85
12/17/2023 6:00,11.78,0.7,518.38,209.48,192.73
12/17/2023 7:00,24.21,8.49,956.42,203.65,191.55
12/17/2023 8:00,34.37,11.45,950.35,959.71,771.84
12/17/2023 9:00,23.1,2.05,801.65,961.45,783.73
12/17/2023 10:00,15.73,3.43,641.89,988.98,772.25
12/17/2023 11:00,24.43,13.24,509.46,1130.03,735.05
12/17/2023 12:00,8.69,0.3,420.56,317.91,212.24
12/17/2023 13:00,31.66,11.29,952.38,431.98,449.62
12/17/2023 14:00,20.09,7.11,642.62,1103.72,831.51
12/17/2023 15:00,18.48,6.7,621.17,377.24,357.65
12/17/2023 16:00,22.58,0.11,308.71,882.23,605.53
12/17/2023 17:00,23.74,12.29,142.03,730.46,522.55
12/17/2023 18:00,7.15,5.4,950.67,283.19,322.55
12/17/2023 19:00,25.48,8.11,382.36,485.26,355.82
12/17/2023 20:00,12.26,10.16,498.33,720.37,612.6
12/17/2023 21:00,26.42,10.54,203.18,1052.35,661.15
12/17/2023 22:00,29.68,14.34,853.23,907.54,650.37
12/17/2023 23:00,29.12,7.97,124.87,821.88,483.84
12/18/2023 0:00,21.58,6,850.59,696.03,540.23
12/18/2023 1:00,20.61,14.31,226.26,498.68,360.89
12/18/2023 2:00,9.29,9.63,897.91,319.24,325.37
12/18/2023 3:00,28.26,4.47,756.8,609.08,529.91
12/18/2023 4:00,13.14,1.9,248.2,228.52,149.76
12/18/2023 5:00,19.9,12.64,609.24,411.06,261.05
12/18/2023 6:00,13.53,5.43,381.39,632.48,470.56
12/18/2023 7:00,9.01,9.91,260.41,618.61,429.68
12/18/2023 8:00,23.89,7.06,873.26,244.3,346.41
12/18/2023 9:00,6.63,2.98,463.17,789.06,532.12
12/18/2023 10:00,27.46,9.03,458.69,749.68,501.67
12/18/2023 11:00,14.53,0.91,252.9,278.1,237.42
12/18/2023 12:00,5,6.2,444.76,1143.16,850.18
12/18/2023 13:00,20.33,8.2,884.46,299.38,356.26
12/18/2023 14:00,6.41,6.54,426.82,1054.83,738.84
12/18/2023 15:00,13.29,11.23,956.44,200.31,294.27
12/18/2023 16:00,26.21,12.42,951.68,1082.28,761.28
12/18/2023 17:00,6.88,11.57,230.41,219.72,225.13
12/18/2023 18:00,30.18,0.58,259.58,957.81,671.97
12/18/2023 19:00,5.11,2.91,876.41,561.69,547.54
12/18/2023 20:00,12.4,8.05,453.48,938.22,643.72
12/18/2023 21:00,27.23,14.02,103.94,601.75,410.29
12/18/2023 22:00,14.49,12.52,346.48,270.91,275.28
12/18/2023 23:00,8.06,12.64,637.87,967.51,787.82
12/19/2023 0:00,15.81,4.55,819.34,271.25,375.59
12/19/2023 1:00,13.11,6.44,220.05,1122.12,719.83
12/19/2023 2:00,30.28,7.06,199.49,250.97,124.36
12/19/2023 3:00,14.4,2.36,929.88,679.33,601.12
12/19/2023 4:00,28.67,0.47,776.03,923.03,721.81
12/19/2023 5:00,31.76,14.2,630.8,593.25,516.14
12/19/2023 6:00,18.01,3.61,792.27,417.23,476.13
12/19/2023 7:00,32.3,3.6,485.97,959.09,667.53
12/19/2023 8:00,16.32,1.25,782.61,984.29,852.02
12/19/2023 9:00,33.92,13.93,434.62,1122.69,671.18
12/19/2023 10:00,7.68,8.7,319.69,576.17,429.73
12/19/2023 11:00,25.61,10.01,756.11,706.25,534.05
12/19/2023 12:00,19.81,13.67,477.71,563.13,336.69
12/19/2023 13:00,16.63,5.18,983.24,457.08,460.29
12/19/2023 14:00,23.98,9.32,414.54,951.03,579.74
12/19/2023 15:00,26.12,0.58,929.55,539.65,501.57
12/19/2023 16:00,5.13,2.8,939.67,628.15,566.28
12/19/2023 17:00,10.01,12.47,317.67,603.67,480.42
12/19/2023 18:00,26.39,11.5,818.4,912.66,634.75
12/19/2023 19:00,24.99,5.26,489.77,1117.8,813.53
12/19/2023 20:00,33.98,5.65,925.77,866.76,709.55
12/19/2023 21:00,27.83,8,505.11,671.58,554.61
12/19/2023 22:00,33.52,0,769.87,979.21,719.91
12/19/2023 23:00,26.08,3.62,520.27,840.97,541.66
12/20/2023 0:00,13.94,3.12,305.02,260.61,156.18
12/20/2023 1:00,8.16,3.76,279.42,295.66,168.32
12/20/2023 2:00,28.45,12.09,482.89,237.92,262.01
12/20/2023 3:00,24.32,4.2,779.95,656.82,623.51
12/20/2023 4:00,6.45,2.87,644.56,1025.85,715.89
12/20/2023 5:00,15.8,7.56,719.77,513.08,482.5
12/20/2023 6:00,33.7,12.98,354.09,584.16,343.84
12/20/2023 7:00,20.01,3.62,533.29,1109.48,781
12/20/2023 8:00,17.98,1.18,139.96,1036.9,683.44
12/20/2023 9:00,18.73,5.35,835.78,865.05,613.24
12/20/2023 10:00,11.27,11.21,990.9,466.8,466.95
12/20/2023 11:00,16.06,8.26,466.19,317.04,318.43
12/20/2023 12:00,16.09,12.25,109.87,216.06,3.7
12/20/2023 13:00,6.57,14.39,252.81,307.01,300.1
12/20/2023 14:00,28.03,11.89,687.27,492.6,449.51
12/20/2023 15:00,17.5,9.06,650.87,751.79,616.18
12/20/2023 16:00,29.67,7.4,809.08,264,298.84
12/20/2023 17:00,30.51,0.6,328.5,336.23,181.24
12/20/2023 18:00,11.36,14.76,787.27,381.08,411.33
12/20/2023 19:00,24.72,5.75,719.19,831.98,638.32
12/20/2023 20:00,19.17,2.28,390.53,815.79,568.96
12/20/2023 21:00,31.4,10,590.94,750.77,622.03
12/20/2023 22:00,11.47,4.26,232.55,450.5,354.49
12/20/2023 23:00,25.33,8.79,507.31,571.12,539.32
12/21/2023 0:00,23.23,8.8,893.08,296.69,363.44
12/21/2023 1:00,13.86,6.69,479.07,426.46,316.46
12/21/2023 2:00,9.1,12.54,855.61,1097.71,819.07
12/21/2023 3:00,24.55,3.97,631.23,1179.69,854.45
12/21/2023 4:00,27.16,6.73,272.69,847.66,613.25
12/21/2023 5:00,14.47,8.07,623,1116.82,720.53
12/21/2023 6:00,24.34,9.95,555.38,842.74,616.15
12/21/2023 7:00,16.85,11.76,458.78,233.2,310.97
12/21/2023 8:00,26.4,5.92,207.67,1196.76,746.99
12/21/2023 9:00,10.98,9.69,475.04,298.95,319.96
12/21/2023 10:00,31.71,2.26,165.49,882.64,587.11
12/21/2023 11:00,13.62,13.99,188.89,452.84,355.87
12/21/2023 12:00,16.03,5.75,474.32,591.98,408.99
12/21/2023 13:00,6.74,10.94,374.84,845.93,541.16
12/21/2023 14:00,8.35,0.31,932.99,636.49,569.47
12/21/2023 15:00,20.48,3.08,438.14,450.55,281.04
12/21/2023 16:00,13.03,7.31,782.07,534.45,462.86
12/21/2023 17:00,30.06,13.17,577.22,541.55,451.7
12/21/2023 18:00,5.44,7.91,733.68,1159.32,930.77
12/21/2023 19:00,16.37,13.95,334.1,998.61,684.73
12/21/2023 20:00,15.12,7.26,947.71,658.55,615.21
12/21/2023 21:00,5.58,7.36,577.08,399.82,412.8
12/21/2023 22:00,8.73,1.8,848.19,1011.02,727.84
12/21/2023 23:00,17.41,12.04,428.54,357.18,290.56
12/22/2023 0:00,19.79,3.7,190.19,410.46,405.22
12/22/2023 1:00,17.13,13.49,706.34,566.01,475.57
12/22/2023 2:00,20.93,13.66,106.98,1080.35,724.06
12/22/2023 3:00,22.85,14.15,527.76,331.79,351.4
12/22/2023 4:00,5.3,7.8,273.52,322.23,173.36
12/22/2023 5:00,18.92,10.16,664.64,693.97,563.82
12/22/2023 6:00,33.9,11.68,981.48,476.41,488.31
12/22/2023 7:00,20.57,1.97,517.96,768.73,581.13
12/22/2023 8:00,25.33,9.01,835.75,651.64,519.52
12/22/2023 9:00,14.36,0.51,557.01,634.96,436.48
12/22/2023 10:00,28.22,7.46,546.26,311.97,271.89
12/22/2023 11:00,28.19,2.32,937.38,341.05,386.98
12/22/2023 12:00,20.64,2.74,900.97,1021.08,851.82
12/22/2023 13:00,34.28,5.48,807.22,1085.88,903.29
12/22/2023 14:00,8.77,6.49,366.63,434.68,403.32
12/22/2023 15:00,5.51,9.35,590.51,313.46,348.25
12/22/2023 16:00,28.1,1.12,301.51,253.42,162.02
12/22/2023 17:00,29.21,7.56,499.53,808.3,563.68
12/22/2023 18:00,8.61,2.74,535.79,915.35,666.59
12/22/2023 19:00,12.97,8.61,848.48,572.81,480.9
12/22/2023 20:00,5.53,9.56,906.43,879.68,736.99
12/22/2023 21:00,13.8,8.35,473.16,912.96,677.6
12/22/2023 22:00,28.19,11.07,115.93,1135.34,730.1
12/22/2023 23:00,20.54,5.03,875.6,264.87,384.8
12/23/2023 0:00,15.44,11.48,256.85,392.29,240.37
12/23/2023 1:00,16.15,6.49,659.69,268.53,339.05
12/23/2023 2:00,5.04,7.26,122.47,1067.99,629.78
12/23/2023 3:00,13.99,9.72,459.56,992.59,639.44
12/23/2023 4:00,24.39,0.28,987.36,774.64,688.84
12/23/2023 5:00,34.23,9.81,190.62,283.66,268.14
12/23/2023 6:00,30.41,9.28,481.32,473.31,403.72
12/23/2023 7:00,5.71,4.65,376.43,497.72,374.49
12/23/2023 8:00,31.96,1.29,914.58,760.74,654.74
12/23/2023 9:00,28.5,1.36,882.41,458.04,457.99
12/23/2023 10:00,28.41,13.85,313.93,272.96,168.88
12/23/2023 11:00,18.74,10.34,173.07,930.76,529.91
12/23/2023 12:00,16.94,1.91,664.42,499.08,428.2
12/23/2023 13:00,14.09,5.35,402.73,652.37,475.43
12/23/2023 14:00,6.97,8.89,704.88,327.67,337.25
12/23/2023 15:00,11.85,12.53,128.91,1002.55,659.86
12/23/2023 16:00,12.4,0.65,220.06,765.53,492.49
12/23/2023 17:00,19.52,3.55,717.74,1101.59,832.29
